timestamp,temperature
2021-09-06 00:02:40,15.5
2021-09-06 00:07:56,15.5
2021-09-06 00:13:23,15.7222222222222
2021-09-06 00:18:39,15.6111111111111
2021-09-06 00:23:55,15.3888888888889
2021-09-06 00:29:22,15.2222222222222
2021-09-06 00:34:38,15
2021-09-06 00:39:54,14.8888888888889
2021-09-06 00:45:22,14.7222222222222
2021-09-06 00:50:38,14.3888888888889
2021-09-06 00:55:54,14.2777777777778
2021-09-06 01:01:21,14.2222222222222
2021-09-06 01:06:37,14.2777777777778
2021-09-06 01:11:53,14.6111111111111
2021-09-06 01:17:21,14.7222222222222
2021-09-06 01:22:37,14.3888888888889
2021-09-06 01:27:53,14.7222222222222
2021-09-06 01:33:20,14.7222222222222
2021-09-06 01:38:36,14.7777777777778
2021-09-06 01:43:52,14.7777777777778
2021-09-06 01:49:19,14.7222222222222
2021-09-06 01:54:35,14.3888888888889
2021-09-06 01:59:51,14.2222222222222
2021-09-06 02:05:19,14.5
2021-09-06 02:10:34,14.5
2021-09-06 02:15:50,14.2777777777778
2021-09-06 02:21:18,14.1111111111111
2021-09-06 02:26:34,13.8888888888889
2021-09-06 02:31:50,14.1111111111111
2021-09-06 02:37:18,13.7222222222222
2021-09-06 02:42:49,13.5
2021-09-06 02:48:17,13.3888888888889
2021-09-06 02:53:33,13.5
2021-09-06 02:58:48,13.6111111111111
2021-09-06 03:04:16,13.5
2021-09-06 03:09:32,13.7222222222222
2021-09-06 03:14:48,13.8888888888889
2021-09-06 03:20:15,13.3888888888889
2021-09-06 03:25:31,13.5
2021-09-06 03:31:15,13.3888888888889
2021-09-06 03:36:47,13.2777777777778
2021-09-06 03:42:15,13.3888888888889
2021-09-06 03:47:31,13.2777777777778
2021-09-06 03:52:46,13.1111111111111
2021-09-06 03:58:14,13.1111111111111
2021-09-06 04:03:46,13.2222222222222
2021-09-06 04:09:13,13
2021-09-06 04:14:29,13
2021-09-06 04:20:13,13.5
2021-09-06 04:25:29,13.5
2021-09-06 04:30:45,13.3888888888889
2021-09-06 04:36:13,13.2222222222222
2021-09-06 04:41:44,13
2021-09-06 04:47:12,13.2222222222222
2021-09-06 04:52:28,13.5
2021-09-06 04:57:44,13.5
2021-09-06 05:03:11,13.5
2021-09-06 05:08:27,13.2777777777778
2021-09-06 05:13:43,13.2222222222222
2021-09-06 05:19:10,13.2777777777778
2021-09-06 05:24:26,13.3888888888889
2021-09-06 05:29:42,13.3888888888889
2021-09-06 05:35:10,13.6111111111111
2021-09-06 05:40:26,13.5
2021-09-06 05:45:42,13.6111111111111
2021-09-06 05:51:09,13.7222222222222
2021-09-06 05:57:09,13.8888888888889
2021-09-06 06:02:25,14.1111111111111
2021-09-06 06:07:41,14.2222222222222
2021-09-06 06:13:08,14.2222222222222
2021-09-06 06:18:24,14.3888888888889
2021-09-06 06:23:40,14.6111111111111
2021-09-06 06:29:08,14.8888888888889
2021-09-06 06:34:24,15.2777777777778
2021-09-06 06:39:39,15.6111111111111
2021-09-06 06:45:07,15.8888888888889
