timestamp,temperature
2021-09-06 00:04:06,14.8888888888889
2021-09-06 00:09:26,14.8888888888889
2021-09-06 00:14:46,15
2021-09-06 00:20:06,15
2021-09-06 00:25:26,14.7222222222222
2021-09-06 00:30:46,14.7222222222222
2021-09-06 00:36:06,14.3888888888889
2021-09-06 00:41:26,14.3888888888889
2021-09-06 00:46:46,14.2222222222222
2021-09-06 00:52:06,14.3888888888889
2021-09-06 00:57:26,14.3888888888889
2021-09-06 01:02:46,14.2777777777778
2021-09-06 01:08:06,14.2222222222222
2021-09-06 01:13:26,14
2021-09-06 01:18:46,13.8888888888889
2021-09-06 01:24:06,13.7777777777778
2021-09-06 01:29:26,13.7222222222222
2021-09-06 01:34:46,13.5
2021-09-06 01:40:06,13.5
2021-09-06 01:45:26,13.3888888888889
2021-09-06 01:50:46,13.2777777777778
2021-09-06 01:56:06,13.2222222222222
2021-09-06 02:01:42,13.1111111111111
2021-09-06 02:07:02,13.2777777777778
2021-09-06 02:12:22,13.2777777777778
2021-09-06 02:17:42,13.2777777777778
2021-09-06 02:23:02,13.2222222222222
2021-09-06 02:28:22,13
2021-09-06 02:33:42,13
2021-09-06 02:39:02,12.8888888888889
2021-09-06 02:44:22,13
2021-09-06 02:49:42,13
2021-09-06 02:55:02,12.8888888888889
2021-09-06 03:00:22,12.7777777777778
2021-09-06 03:05:42,12.6111111111111
2021-09-06 03:11:02,12.3888888888889
2021-09-06 03:16:22,12.3888888888889
2021-09-06 03:16:38,12.3888888888889
2021-09-06 03:21:58,12.3888888888889
2021-09-06 03:27:18,12.3888888888889
2021-09-06 03:32:31,12.5
2021-09-06 03:37:58,12.5
2021-09-06 03:43:18,12.5
2021-09-06 03:48:31,12.6111111111111
2021-09-06 03:53:42,12.6111111111111
2021-09-06 03:59:02,12.3888888888889
2021-09-06 04:04:22,12.2222222222222
2021-09-06 04:09:42,12.1111111111111
2021-09-06 04:15:02,12.2222222222222
2021-09-06 04:20:22,12.1111111111111
2021-09-06 04:25:42,12.1111111111111
2021-09-06 04:31:02,12
2021-09-06 04:36:22,11.8888888888889
2021-09-06 04:41:42,11.8888888888889
2021-09-06 04:47:01,12
2021-09-06 04:52:22,12
2021-09-06 04:57:41,11.7777777777778
2021-09-06 05:03:02,11.7777777777778
2021-09-06 05:08:21,11.8888888888889
2021-09-06 05:13:42,12.2222222222222
2021-09-06 05:19:01,12.2222222222222
2021-09-06 05:24:22,12.1111111111111
2021-09-06 05:29:41,12.2222222222222
2021-09-06 05:35:02,12.3888888888889
2021-09-06 05:40:21,12.8888888888889
2021-09-06 05:45:42,12.8888888888889
2021-09-06 05:51:01,12.8888888888889
2021-09-06 05:56:21,13.1111111111111
2021-09-06 06:01:41,13.5
2021-09-06 06:07:01,14.2222222222222
2021-09-06 06:12:21,13.8888888888889
2021-09-06 06:17:41,14.2222222222222
2021-09-06 06:23:01,14.7777777777778
2021-09-06 06:28:21,15.1111111111111
2021-09-06 06:33:41,15.7777777777778
2021-09-06 06:39:01,16
