30/11/2019,13:49:54,5113.4614N,427.9545E,15.89,1023.97,43.02
30/11/2019,13:49:54,5113.4614N,427.9545E,15.88,1023.98,43.23
30/11/2019,13:49:56,5113.4619N,427.9417E,15.87,1024.00,43.26
30/11/2019,13:49:57,5113.4624N,427.9383E,15.85,1024.02,43.14
30/11/2019,13:49:58,5113.4624N,427.9358E,15.82,1024.02,43.04
30/11/2019,13:49:59,5113.4629N,427.9334E,15.81,1024.00,43.00
30/11/2019,13:50:0,5113.4634N,427.9287E,15.81,1023.97,42.94
30/11/2019,13:50:1,5113.4648N,427.9244E,15.81,1023.99,43.16
30/11/2019,13:50:2,5113.4648N,427.9212E,15.79,1023.96,43.05
30/11/2019,13:50:3,5113.4648N,427.9185E,15.77,1024.00,42.70
30/11/2019,13:50:4,5113.4644N,427.9155E,15.76,1024.03,42.51
30/11/2019,13:50:5,5113.4644N,427.9129E,15.74,1024.00,42.33
30/11/2019,13:50:6,5113.4639N,427.9110E,15.74,1024.00,42.23
30/11/2019,13:50:7,5113.4644N,427.9082E,15.71,1023.98,42.20
30/11/2019,13:50:8,5113.4648N,427.9058E,15.65,1023.99,42.24
30/11/2019,13:50:9,5113.4653N,427.9035E,15.58,1024.00,42.29
30/11/2019,13:50:10,5113.4663N,427.9012E,15.50,1024.00,42.36
30/11/2019,13:50:11,5113.4673N,427.8987E,15.48,1023.97,42.40
30/11/2019,13:50:12,5113.4678N,427.8961E,15.43,1023.98,42.45
30/11/2019,13:50:13,5113.4683N,427.8941E,15.39,1023.99,42.51
30/11/2019,13:50:14,5113.4687N,427.8921E,15.28,1024.00,42.62
30/11/2019,13:50:15,5113.4697N,427.8899E,15.27,1024.00,42.69
30/11/2019,13:50:16,5113.4712N,427.8877E,15.24,1023.97,42.78
30/11/2019,13:50:17,5113.4722N,427.8854E,15.13,1024.03,42.85
30/11/2019,13:50:18,5113.4736N,427.8828E,14.95,1024.02,43.03
30/11/2019,13:50:19,5113.4741N,427.8802E,14.88,1024.03,43.17
30/11/2019,13:50:20,5113.4751N,427.8777E,14.72,1023.99,43.39
30/11/2019,13:50:21,5113.4761N,427.8751E,14.68,1024.04,43.56
30/11/2019,13:50:22,5113.4771N,427.8725E,14.58,1024.03,43.64
30/11/2019,13:50:23,5113.4785N,427.8701E,14.51,1024.03,43.76
30/11/2019,13:50:24,5113.4795N,427.8678E,14.45,1024.01,43.84
30/11/2019,13:50:25,5113.4805N,427.8653E,14.33,1024.02,43.99
30/11/2019,13:50:26,5113.4814N,427.8628E,14.27,1024.01,44.16
30/11/2019,13:50:27,5113.4824N,427.8604E,14.18,1024.03,44.31
30/11/2019,13:50:28,5113.4834N,427.8580E,14.15,1024.01,44.43
30/11/2019,13:50:29,5113.4844N,427.8556E,14.02,1024.04,44.60
30/11/2019,13:50:30,5113.4854N,427.8531E,13.87,1024.06,44.83
30/11/2019,13:50:31,5113.4863N,427.8507E,13.86,1024.05,45.02
30/11/2019,13:50:32,5113.4868N,427.8485E,13.83,1024.09,45.15
30/11/2019,13:50:33,5113.4883N,427.8466E,13.87,1024.08,45.22
30/11/2019,13:50:34,5113.4893N,427.8453E,13.87,1024.08,45.26
30/11/2019,13:50:35,5113.4907N,427.8450E,13.86,1024.09,45.33
30/11/2019,13:50:36,5113.4922N,427.8455E,13.83,1024.09,45.45
30/11/2019,13:50:37,5113.4941N,427.8464E,13.72,1024.10,45.63
30/11/2019,13:50:38,5113.4956N,427.8476E,13.55,1024.09,45.86
30/11/2019,13:50:39,5113.4971N,427.8488E,13.44,1024.04,46.04
30/11/2019,13:50:40,5113.4985N,427.8499E,13.40,1024.06,46.25
30/11/2019,13:50:41,5113.5005N,427.8511E,13.27,1024.01,46.48
30/11/2019,13:50:42,5113.5020N,427.8525E,13.21,1024.05,46.79
30/11/2019,13:50:43,5113.5039N,427.8539E,13.12,1024.08,47.11
30/11/2019,13:50:44,5113.5054N,427.8554E,12.99,1024.04,47.46
30/11/2019,13:50:45,5113.5073N,427.8569E,12.88,1024.07,47.83
30/11/2019,13:50:46,5113.5088N,427.8582E,12.77,1024.05,48.21
30/11/2019,13:50:47,5113.5107N,427.8596E,12.64,1024.07,48.58
30/11/2019,13:50:48,5113.5122N,427.8609E,12.52,1024.08,48.89
30/11/2019,13:50:49,5113.5137N,427.8622E,12.40,1024.09,49.19
30/11/2019,13:50:50,5113.5151N,427.8636E,12.28,1024.07,49.49
30/11/2019,13:50:51,5113.5171N,427.8649E,12.21,1024.03,49.68
30/11/2019,13:50:52,5113.5186N,427.8663E,12.09,1024.08,49.96
30/11/2019,13:50:53,5113.5205N,427.8677E,12.00,1024.04,50.27
30/11/2019,13:50:54,5113.5220N,427.8692E,11.91,1024.06,50.53
30/11/2019,13:50:55,5113.5234N,427.8705E,11.82,1024.03,50.86
30/11/2019,13:50:56,5113.5254N,427.8717E,11.76,1024.04,51.12
30/11/2019,13:50:57,5113.5269N,427.8730E,11.72,1024.03,51.32
30/11/2019,13:50:58,5113.5288N,427.8743E,11.65,1024.06,51.49
30/11/2019,13:50:59,5113.5303N,427.8756E,11.60,1024.06,51.66
30/11/2019,13:51:0,5113.5322N,427.8770E,11.51,1024.08,51.94
30/11/2019,13:51:1,5113.5337N,427.8782E,11.48,1024.06,52.16
30/11/2019,13:51:2,5113.5352N,427.8792E,11.45,1024.07,52.38
30/11/2019,13:51:3,5113.5371N,427.8802E,11.35,1024.03,52.52
30/11/2019,13:51:4,5113.5386N,427.8814E,11.32,1024.04,52.72
30/11/2019,13:51:5,5113.5405N,427.8827E,11.27,1024.03,52.85
30/11/2019,13:51:6,5113.5425N,427.8839E,11.18,1024.06,52.98
30/11/2019,13:51:7,5113.5444N,427.8851E,11.12,1024.06,53.14
30/11/2019,13:51:8,5113.5459N,427.8863E,11.04,1024.07,53.28
30/11/2019,13:51:9,5113.5479N,427.8876E,10.97,1024.06,53.44
30/11/2019,13:51:10,5113.5493N,427.8889E,10.87,1024.03,53.58
30/11/2019,13:51:11,5113.5513N,427.8901E,10.80,1024.07,53.71
30/11/2019,13:51:12,5113.5532N,427.8913E,10.74,1024.07,53.86
30/11/2019,13:51:13,5113.5547N,427.8923E,10.70,1024.09,54.01
30/11/2019,13:51:14,5113.5566N,427.8933E,10.61,1024.15,54.21
30/11/2019,13:51:15,5113.5586N,427.8944E,10.55,1024.11,54.39
30/11/2019,13:51:16,5113.5601N,427.8956E,10.50,1024.12,54.56
30/11/2019,13:51:17,5113.5615N,427.8968E,10.45,1024.08,54.72
30/11/2019,13:51:18,5113.5630N,427.8981E,10.42,1024.07,54.88
30/11/2019,13:51:19,5113.5645N,427.8998E,10.38,1024.08,55.01
30/11/2019,13:51:20,5113.5654N,427.9021E,10.32,1024.10,55.13
30/11/2019,13:51:21,5113.5659N,427.9049E,10.29,1024.13,55.29
30/11/2019,13:51:22,5113.5659N,427.9078E,10.21,1024.09,55.43
30/11/2019,13:51:23,5113.5654N,427.9109E,10.15,1024.13,55.57
30/11/2019,13:51:24,5113.5654N,427.9140E,10.12,1024.10,55.68
30/11/2019,13:51:25,5113.5649N,427.9172E,10.06,1024.16,55.83
30/11/2019,13:51:26,5113.5645N,427.9202E,10.00,1024.13,55.99
30/11/2019,13:51:27,5113.5640N,427.9233E,9.97,1024.13,56.18
30/11/2019,13:51:28,5113.5640N,427.9263E,9.95,1024.13,56.31
30/11/2019,13:51:29,5113.5635N,427.9292E,9.89,1024.15,56.47
30/11/2019,13:51:30,5113.5635N,427.9323E,9.84,1024.14,56.63
30/11/2019,13:51:31,5113.5635N,427.9351E,9.79,1024.12,56.81
30/11/2019,13:51:32,5113.5630N,427.9380E,9.78,1024.12,56.93
30/11/2019,13:51:33,5113.5630N,427.9408E,9.76,1024.12,57.01
30/11/2019,13:51:34,5113.5625N,427.9436E,9.69,1024.09,57.16
30/11/2019,13:51:35,5113.5625N,427.9464E,9.67,1024.11,57.25
30/11/2019,13:51:36,5113.5620N,427.9492E,9.63,1024.12,57.39
30/11/2019,13:51:37,5113.5620N,427.9520E,9.60,1024.13,57.53
30/11/2019,13:51:38,5113.5620N,427.9548E,9.60,1024.13,57.63
30/11/2019,13:51:39,5113.5615N,427.9576E,9.55,1024.11,57.76
30/11/2019,13:51:40,5113.5615N,427.9602E,9.53,1024.12,57.88
30/11/2019,13:51:41,5113.5615N,427.9628E,9.48,1024.11,58.08
30/11/2019,13:51:42,5113.5610N,427.9652E,9.43,1024.11,58.21
30/11/2019,13:51:43,5113.5605N,427.9673E,9.43,1024.05,58.31
30/11/2019,13:51:44,5113.5596N,427.9690E,9.41,1024.08,58.35
30/11/2019,13:51:45,5113.5581N,427.9695E,9.40,1024.08,58.42
30/11/2019,13:51:46,5113.5562N,427.9692E,9.42,1024.07,58.47
30/11/2019,13:51:47,5113.5547N,427.9683E,9.42,1024.10,58.52
30/11/2019,13:51:48,5113.5527N,427.9671E,9.43,1024.10,58.66
30/11/2019,13:51:49,5113.5508N,427.9660E,9.43,1024.11,58.76
30/11/2019,13:51:50,5113.5488N,427.9648E,9.46,1024.10,58.83
30/11/2019,13:51:51,5113.5464N,427.9635E,9.48,1024.10,58.86
30/11/2019,13:51:52,5113.5444N,427.9622E,9.48,1024.11,58.89
30/11/2019,13:51:53,5113.5425N,427.9608E,9.48,1024.11,58.88
30/11/2019,13:51:54,5113.5405N,427.9594E,9.49,1024.13,58.86
30/11/2019,13:51:55,5113.5386N,427.9580E,9.48,1024.11,58.84
30/11/2019,13:51:56,5113.5366N,427.9567E,9.49,1024.11,58.83
30/11/2019,13:51:57,5113.5347N,427.9555E,9.47,1024.12,58.99
30/11/2019,13:51:58,5113.5327N,427.9543E,9.44,1024.11,59.11
30/11/2019,13:51:59,5113.5308N,427.9531E,9.42,1024.14,59.18
30/11/2019,13:52:0,5113.5288N,427.9519E,9.38,1024.12,59.22
30/11/2019,13:52:1,5113.5269N,427.9508E,9.39,1024.15,59.27
30/11/2019,13:52:2,5113.5249N,427.9496E,9.35,1024.13,59.34
30/11/2019,13:52:3,5113.5234N,427.9484E,9.32,1024.10,59.41
30/11/2019,13:52:4,5113.5215N,427.9472E,9.33,1024.11,59.47
30/11/2019,13:52:5,5113.5195N,427.9460E,9.33,1024.12,59.52
30/11/2019,13:52:6,5113.5176N,427.9448E,9.31,1024.13,59.57
30/11/2019,13:52:7,5113.5156N,427.9436E,9.27,1024.13,59.66
30/11/2019,13:52:8,5113.5142N,427.9422E,9.27,1024.16,59.75
30/11/2019,13:52:9,5113.5122N,427.9408E,9.28,1024.14,59.77
30/11/2019,13:52:10,5113.5098N,427.9396E,9.27,1024.15,59.77
30/11/2019,13:52:11,5113.5078N,427.9383E,9.28,1024.13,59.76
30/11/2019,13:52:12,5113.5054N,427.9368E,9.25,1024.10,59.76
30/11/2019,13:52:13,5113.5039N,427.9354E,9.25,1024.11,59.72
30/11/2019,13:52:14,5113.5020N,427.9338E,9.23,1024.10,59.69
30/11/2019,13:52:15,5113.5000N,427.9323E,9.23,1024.11,59.67
30/11/2019,13:52:16,5113.4985N,427.9308E,9.25,1024.14,59.67
30/11/2019,13:52:17,5113.4961N,427.9293E,9.26,1024.11,59.70
30/11/2019,13:52:18,5113.4946N,427.9277E,9.26,1024.11,59.69
30/11/2019,13:52:19,5113.4927N,427.9261E,9.27,1024.07,59.71
30/11/2019,13:52:20,5113.4907N,427.9244E,9.28,1024.11,59.72
30/11/2019,13:52:21,5113.4893N,427.9226E,9.27,1024.08,59.76
30/11/2019,13:52:22,5113.4873N,427.9209E,9.28,1024.12,59.81
30/11/2019,13:52:23,5113.4858N,427.9192E,9.25,1024.10,60.01
30/11/2019,13:52:24,5113.4839N,427.9175E,9.26,1024.11,60.05
30/11/2019,13:52:25,5113.4824N,427.9160E,9.25,1024.11,60.03
