7/4/2020,21:22:42,5113.2788N,427.7186E,19.40,1028.37,43.44
7/4/2020,21:22:43,5113.2788N,427.7186E,19.40,1028.37,43.43
7/4/2020,21:22:44,5113.2788N,427.7187E,19.40,1028.34,43.44
7/4/2020,21:22:45,5113.2793N,427.7187E,19.39,1028.35,43.45
7/4/2020,21:22:46,5113.2788N,427.7187E,19.39,1028.37,43.45
7/4/2020,21:22:47,5113.2788N,427.7192E,19.38,1028.39,43.47
7/4/2020,21:22:48,5113.2788N,427.7195E,19.37,1028.37,43.55
7/4/2020,21:22:49,5113.2783N,427.7203E,19.36,1028.41,43.57
7/4/2020,21:22:50,5113.2783N,427.7213E,19.35,1028.40,43.58
7/4/2020,21:22:51,5113.2788N,427.7224E,19.32,1028.37,43.59
7/4/2020,21:22:52,5113.2793N,427.7232E,19.32,1028.38,43.61
7/4/2020,21:22:53,5113.2798N,427.7243E,19.29,1028.40,43.63
7/4/2020,21:22:54,5113.2803N,427.7257E,19.27,1028.39,43.67
7/4/2020,21:22:55,5113.2808N,427.7271E,19.24,1028.35,43.71
7/4/2020,21:22:56,5113.2812N,427.7286E,19.21,1028.38,43.76
7/4/2020,21:22:57,5113.2822N,427.7297E,19.19,1028.37,43.80
7/4/2020,21:22:58,5113.2832N,427.7307E,19.18,1028.41,43.94
7/4/2020,21:22:59,5113.2842N,427.7315E,19.18,1028.40,43.96
7/4/2020,21:23:0,5113.2852N,427.7322E,19.14,1028.39,43.99
7/4/2020,21:23:1,5113.2861N,427.7330E,19.13,1028.39,44.00
7/4/2020,21:23:2,5113.2871N,427.7341E,19.11,1028.36,44.01
7/4/2020,21:23:3,5113.2876N,427.7353E,19.09,1028.33,44.02
7/4/2020,21:23:4,5113.2876N,427.7367E,19.07,1028.32,44.02
7/4/2020,21:23:5,5113.2881N,427.7382E,19.04,1028.37,44.07
7/4/2020,21:23:6,5113.2881N,427.7397E,19.01,1028.37,44.13
7/4/2020,21:23:7,5113.2881N,427.7414E,19.00,1028.36,44.17
7/4/2020,21:23:8,5113.2876N,427.7432E,18.98,1028.34,44.21
7/4/2020,21:23:9,5113.2876N,427.7452E,18.96,1028.35,44.28
7/4/2020,21:23:10,5113.2881N,427.7473E,18.94,1028.36,44.30
7/4/2020,21:23:11,5113.2876N,427.7492E,18.93,1028.35,44.33
7/4/2020,21:23:12,5113.2876N,427.7514E,18.91,1028.34,44.37
7/4/2020,21:23:13,5113.2876N,427.7535E,18.90,1028.32,44.40
7/4/2020,21:23:14,5113.2876N,427.7556E,18.88,1028.31,44.44
7/4/2020,21:23:15,5113.2876N,427.7578E,18.87,1028.35,44.47
7/4/2020,21:23:16,5113.2871N,427.7598E,18.86,1028.34,44.51
7/4/2020,21:23:17,5113.2871N,427.7620E,18.84,1028.36,44.56
